,message,label
1752,The hair cream has not been shipped.,ham
1753,Whats the staff name who is taking class for us?,ham
1754,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
1755,I think asking for a gym is the excuse for lazy people. I jog.,ham
1756,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham
1757,Yes there were many sweets,ham
1758,"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
1759,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham
1760,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
1761,Ok lor.,ham
1762,Did u receive my msg?,ham
1763,Ok...,ham
1764,Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham
1765,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham
1766,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham
1767,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham
1768,Mathews or tait or edwards or anderson,ham
1769,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ham
1770,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham
1771,So that means you still think of teju,ham
1772,Ãœ called dad oredi...,ham
1773,They just talking thats it de. They wont any other.,ham
1774,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
1775,I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham
1776,They r giving a second chance to rahul dengra.,ham
1777,Total video converter free download type this in google search:),ham
1778,HAPPY NEW YEAR MY NO.1 MAN,ham
1779,MMM ... Fuck .... Merry Christmas to me,ham
1780,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham
1781,"Well, i'm glad you didn't find it totally disagreeable ... Lol",ham
1782,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham
1783,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
1784,Going to take your babe out ?,ham
1785,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
1786, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
1787,Yes.he have good crickiting mind,ham
1788,Discussed with your mother ah?,ham
1789,Well there's still a bit left if you guys want to tonight,ham
1790,My birthday is on feb  &lt;#&gt;  da. .,ham
1791,God bless.get good sleep my dear...i will pray!,ham
1792,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham
1793,Ok thanx...,ham
1794,Ok pa. Nothing problem:-),ham
1795,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham
1796,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
1797,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
1798,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",spam
1799,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
1800,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham
1801,Got meh... When?,ham
1802,Ok how you dear. Did you call chechi,ham
1803,K actually can you guys meet me at the sunoco on howard? It should be right on the way,ham
1804,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
1805,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
1806,Give one miss from that number please,ham
1807,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam
1808,I will come to ur home now,ham
1809,Hey now am free you can call me.,ham
1810,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham
1811,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
1812,Yo guess what I just dropped,ham
1813,Where you. What happen,ham
1814,Mom wants to know where you at,ham
1815,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",ham
1816,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
1817,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
1818,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
1819,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham
1820,I've sent Ã¼ my part..,ham
1821,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam
1822,Aight do you still want to get money,ham
1823,All will come alive.better correct any good looking figure there itself..,ham
1824,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
1825,But if she.s drinkin i'm ok.,ham
1826,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham
1827,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,spam
1828,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham
1829,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
1830,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
1831,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
1832,Iâ€˜m parked next to a MINI!!!! When are you coming in today do you think?,ham
1833,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",ham
1834,"Gud gud..k, chikku tke care.. sleep well gud nyt",ham
1835,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,ham
1836,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
1837,"Yes, princess. Are you going to make me moan?",ham
1838,Nope. I just forgot. Will show next week,ham
1839,U are subscribed to the best Mobile Content Service in the UK for Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
1840,You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill,spam
1841,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
1842,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
1843,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
1844,You said not now. No problem. When you can. Let me know.,ham
1845,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham
1846,Also track down any lighters you can find,ham
1847,"By the way, 'rencontre' is to meet again. Mountains dont....",ham
1848,No chikku nt yet.. Ya i'm free,ham
1849,"Okey dokey, iâ€˜ll be over in a bit just sorting some stuff out.",ham
1850,Double eviction this week - Spiral and Michael and good riddance to them!,ham
1851,May i call You later Pls,ham
1852,S:)no competition for him.,ham
1853,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
1854,If u sending her home first it's ok lor. I'm not ready yet.,ham
1855,"Hmph. Go head, big baller.",ham
1856,K. I will sent it again,ham
1857,K I'll take care of it,ham
1858,Er mw im filled tuth is aight,ham
1859,Now? I'm going out 4 dinner soon..,ham
1860,Lol wtf random. Btw is that your lunch break,ham
1861,"Cool, what time you think you can get here?",ham
1862,Oh k. . I will come tomorrow,ham
1863,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham
1864,Yup Ã¼ not comin :-(,ham
1865,Oh ho. Is this the first time u use these type of words,ham
1866,Ok going to sleep. Hope i can meet her.,ham
1867,Are there TA jobs available? Let me know please cos i really need to start working,ham
1868,Yes but I don't care cause I know its there!,ham
1869,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,spam
1870,We confirm eating at esplanade?,ham
1871,Howz that persons story,ham
1872,"When you just put in the + sign, choose my number and the pin will show. Right?",ham
1873,I not free today i haf 2 pick my parents up tonite...,ham
1874,Hey morning what you come to ask:-) pa...,ham
1875,Not from this campus. Are you in the library?,ham
1876,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 Â£100 cash. Name the NEW US President? txt ans to 80082,spam
1877,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
1878,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham
1879,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam
1880,"Sorry, I'll call later",ham
1881,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
1882,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham
1883,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam
1884,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Â‘rents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",ham
1885,"Aight yo, dats straight dogg",ham
1886,Ringtone Club: Gr8 new polys direct to your mobile every week !,spam
1887,Yo im right by yo work,ham
1888,I think the other two still need to get cash but we can def be ready by 9,ham
1889,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,ham
1890,I know that my friend already told that.,ham
1891,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
1892,"Aight, we'll head out in a few",ham
1893,Pathaya enketa maraikara pa',ham
1894,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
1895,Did you get any gift? This year i didnt get anything. So bad,ham
1896,Haven't left yet so probably gonna be here til dinner,ham
1897,We're finally ready fyi,ham
1898,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.,spam
1899,Yeah do! Donâ€˜t stand to close tho- youâ€˜ll catch something!,ham
1900,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
1901,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham
1902,Sleeping nt feeling well,ham
1903,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
1904,You do your studies alone without anyones help. If you cant no need to study.,ham
1905,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
1906,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
1907,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
1908,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
1909,Yeah confirmed for you staying at  that weekend,ham
1910,Aiyo cos i sms Ã¼ then Ã¼ neva reply so i wait 4 Ã¼ to reply lar. I tot Ã¼ havent finish ur lab wat.,ham
1911,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham
1912,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham
1913,Hi dear we saw dear. We both are happy. Where you my battery is low,ham
1914,Was actually about to send you a reminder today. Have a wonderful weekend,ham
1915,"Didn't try, g and I decided not to head out",ham
1916,But i dint slept in afternoon.,ham
1917,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
1918,Spoons it is then okay?,ham
1919,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16",spam
1920,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
1921,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,spam
1922,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
1923,Oh god. I'm gonna Google nearby cliffs now.,ham
1924,K I'll be there before 4.,ham
1925,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""",ham
1926,Mm that time you dont like fun,ham
1927,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham
1928,Am slow in using biola's fne,ham
1929,"Mostly sports type..lyk footbl,crckt..",ham
1930,No de.am seeing in online shop so that i asked.,ham
1931,Can you do online transaction?,ham
1932,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham
1933,Ok but tell me half an hr b4 u come i need 2 prepare.,ham
1934,At WHAT TIME should i come tomorrow,ham
1935,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam
1936,And you! Will expect you whenever you text! Hope all goes well tomo ,ham
1937,Oh k:)after that placement there ah?,ham
1938,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
1939,It has issues right now. Ill fix for her by tomorrow.,ham
1940,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham
1941,I'm stuck in da middle of da row on da right hand side of da lt... ,ham
1942,"Good! No, donâ€˜t need any receiptsâ€”well done! (â€¦) Yes, please tell . Whatâ€˜s her number, i could ring her",ham
1943,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
1944,"Aight, see you in a bit",ham
1945,I cant pick the phone right now. Pls send a message,ham
1946,Yup. Thk of u oso boring wat.,ham
1947,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
1948,Nope i'm not drivin... I neva develop da photos lei...,ham
1949,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham
1950,K tell me anything about you.,ham
1951,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂ”braindanceÂ”a comp.ofstuff on aphexÂ’s ;abel,u hav2hear it!c u sn xxxx""",ham
1952,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
1953,Ryder unsold.now gibbs.,ham
1954,I can do that! I want to please you both inside and outside the bedroom...,ham
1955,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
1956,I love to give massages. I use lots of baby oil... What is your fave position?,ham
1957,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham
1958,I asked sen to come chennai and search for job.,ham
1959,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
1960,Nvm it's ok...,ham
1961,Ok that's great thanx a lot.,ham
1962,I'm home.,ham
1963,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
1964,Hi' Test on  &lt;#&gt; rd ....,ham
1965,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham
1966,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each",spam
1967,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
1968,Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham
1969,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066368470",spam
1970,Fine i miss you very much.,ham
1971,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham
1972,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
1973,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham
1974,Many times we lose our best ones bcoz we are ,ham
1975,did u get that message,ham
1976,Nice.nice.how is it working?,ham
1977,:-( sad puppy noise,ham
1978,Watching tv now. I got new job :),ham
1979,R u over scratching it?,ham
1980,A bloo bloo bloo I'll miss the first bowl,ham
1981,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ham
1982,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham
1983,Go fool dont cheat others ok,ham
1984,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham
1985,Why tired what special there you had,ham
1986,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,ham
1987,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham
1988,Designation is software developer and may be she get chennai:),ham
1989,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
1990,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
1991,Hello! Good week? Fancy a drink or something later?,ham
1992,Happy New Year Princess!,ham
1993,"I call you later, don't have network. If urgnt, sms me.",ham
1994,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
1995,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham
1996,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",ham
1997,But you were together so you should be thinkin about him,ham
1998,Pandy joined 4w technologies today.he got job..,ham
1999,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
2000,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam
2001,I doubt you could handle 5 times per night in any case...,ham
2002,Did u see what I posted on your Facebook?,ham
2003,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ham
2004,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,spam
2005,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham
2006,Are you plans with your family set in stone ?,ham
2007,Gokila is talking with you aha:),ham
2008,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
2009,Oh k.k..where did you take test?,ham
2010,U repeat e instructions again. Wat's e road name of ur house?,ham
2011,"Come round, it's . ",ham
2012,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
2013,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, Â£3 per pole. UnSub 08718727870.",spam
2014,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham
2015,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam
2016,I will vote for wherever my heart guides me,ham
2017,Anything lor is she coming?,ham
2018,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham
2019,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
2020,I wanna watch that movie,ham
2021,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham
2022,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham
2023,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
2024,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam
2025,Thnx dude. u guys out 2nite?,ham
2026,Lol or I could just starve and lose a pound by the end of the day.,ham
2027,Dude we should go sup again,ham
2028,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham
2029,Ok i also wan 2 watch e 9 pm show...,ham
2030,Watching tv now. I got new job :),ham
2031,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
2032,Who's there say hi to our drugdealer,ham
2033,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham
2034,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham
2035,But am going to college pa. What to do. are else ill come there it self. Pa.,ham
2036,I like dis sweater fr mango but no more my size already so irritating.,ham
2037,"Awesome, text me when you're restocked",ham
2038,Ugh I don't wanna get out of bed. It's so warm.,ham
2039,Ya:)going for restaurant..,ham
2040,"It's that time of the week again, ryan",ham
2041,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",ham
2042,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
2043,Crazy ar he's married. Ãœ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
2044,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ham
2045,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
2046,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham
2047,Dare i ask... Any luck with sorting out the car?,ham
2048,Pls dont restrict her from eating anythin she likes for the next two days.,ham
2049,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",ham
2050,Oh baby of the house. How come you dont have any new pictures on facebook,ham
2051,Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham
2052,Hey... Why dont we just go watch x men and have lunch... Haha ,ham
2053,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
2054,Thats cool. I want to please you...,ham
2055,aathi..where are you dear..,ham
2056,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
2057,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
2058,Ok i juz receive..,ham
2059,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ham
2060,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costÂ£3.75max ,spam
2061,"Aight, lemme know what's up",ham
2062,K come to nordstrom when you're done,ham
2063,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,spam
2064,Where are the garage keys? They aren't on the bookshelf,ham
2065,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham
2066,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
2067,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
2068,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
2069,"Er, hello, things didnâ€˜t quite go to plan â€“ is limping slowly home followed by aa and with exhaust hanging off",ham
2070,Not..tel software name..,ham
2071,Dont you have message offer,ham
2072,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
2073,Can you open the door?,ham
2074,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham
2075,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham
2076,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham
2077,Chk in ur belovd ms dict,ham
2078,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham
2079,Can do lor...,ham
2080,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham
2081,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham
2082,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham
2083,Hows the pain dear?y r u smiling?,ham
